Date,Open,High,Low,Close,Volume,Adj Close
2016-12-06,160.479996,161.350006,159.270004,159.720001,23600,159.292218
2016-12-05,157.779999,160.75,157.779999,160.020004,28000,159.591417
2016-12-02,159.139999,162.320007,157.210007,157.619995,19400,157.197836
2016-12-01,161.529999,165.899994,157.860001,159.009995,32700,158.584113
2016-11-30,165.809998,166.460007,161.389999,161.779999,39200,161.346698
2016-11-29,166.860001,167.300003,163.300003,165.059998,56300,164.617912
2016-11-28,166.119995,167.440002,165.270004,166.149994,31200,165.704989
2016-11-25,165.020004,166.869995,163.639999,165.860001,13800,165.415772
2016-11-23,165.470001,168.550003,164.050003,164.729996,27400,164.288794
2016-11-22,165.139999,168.940002,164.589996,165.020004,75000,164.578025
2016-11-21,164.839996,165.759995,164.529999,164.899994,23900,164.458337
2016-11-18,164.369995,166.119995,164.25,165.440002,29600,164.996899
2016-11-17,164.639999,165.050003,162.970001,164.970001,27100,164.528156
2016-11-16,164.960007,165.869995,164.210007,165.320007,27500,164.877225
2016-11-15,165.220001,166.330002,162.869995,164.600006,44400,164.159152
2016-11-14,167.50,168.100006,162.690002,164.979996,67600,164.538124
2016-11-11,158.199997,169.580002,158.199997,167.479996,83600,167.031428
2016-11-10,155.839996,160.869995,153.940002,160.490005,69000,160.06016
2016-11-09,128.00,157.970001,125.00,157.809998,254100,157.38733
2016-11-08,139.100006,143.529999,139.100006,141.270004,34300,140.891636
2016-11-07,140.559998,141.490005,139.770004,140.369995,57500,139.994037
2016-11-04,141.740005,142.50,140.089996,140.559998,35500,140.183531
2016-11-03,142.009995,142.199997,141.00,141.380005,34300,141.001342
2016-11-02,140.940002,143.110001,140.139999,142.720001,43900,142.337749
2016-11-01,141.910004,142.919998,140.639999,141.410004,35600,141.03126
2016-10-31,145.089996,145.089996,141.25,141.300003,62500,140.921554
2016-10-28,141.520004,145.419998,141.520004,145.089996,86800,144.701397
2016-10-27,144.839996,145.039993,140.710007,141.559998,103900,141.180853
2016-10-26,145.789993,146.979996,144.080002,144.470001,46800,144.083062
2016-10-25,144.940002,145.910004,144.279999,145.339996,27200,144.701399
2016-10-24,144.550003,144.630005,143.179993,144.559998,25900,143.924828
2016-10-21,143.240005,143.339996,141.740005,143.160004,29300,142.530985
2016-10-20,143.279999,144.789993,142.649994,142.889999,35700,142.262167
2016-10-19,141.889999,144.429993,141.110001,143.979996,43800,143.347374
2016-10-18,142.00,143.660004,140.00,142.399994,35600,141.774315
2016-10-17,140.100006,142.240005,140.00,141.229996,26700,140.609457
2016-10-14,142.199997,142.199997,139.960007,140.350006,31600,139.733334
2016-10-13,142.070007,142.820007,140.889999,141.869995,56300,141.246644
2016-10-12,139.389999,142.789993,137.220001,141.789993,92500,141.166994
2016-10-11,141.759995,142.800003,138.600006,140.300003,59600,139.683551
2016-10-10,141.350006,143.690002,140.740005,141.580002,85900,140.957925
2016-10-07,142.460007,143.300003,140.789993,141.470001,99500,140.848408
2016-10-06,141.529999,143.410004,140.509995,142.50,94200,141.873881
2016-10-05,144.289993,144.639999,140.070007,141.440002,284000,140.818541
2016-10-04,145.600006,146.399994,142.529999,143.490005,59700,142.859537
2016-10-03,147.520004,147.589996,144.330002,145.119995,72700,144.482365
2016-09-30,143.199997,149.259995,142.690002,148.160004,115900,147.509016
2016-09-29,146.649994,147.00,143.339996,143.410004,40300,142.779886
2016-09-28,147.880005,149.539993,145.039993,146.130005,58800,145.487937
2016-09-27,144.00,148.369995,144.00,148.190002,86800,147.538883
2016-09-26,148.179993,148.179993,144.300003,144.50,60200,143.865094
2016-09-23,151.009995,151.009995,148.460007,148.520004,35200,147.867435
2016-09-22,145.910004,151.600006,145.910004,150.529999,92400,149.868598
2016-09-21,146.00,147.300003,145.110001,145.949997,56900,145.30872
2016-09-20,145.589996,146.699997,144.660004,145.729996,66700,145.089685
2016-09-19,143.50,146.00,143.50,144.639999,42600,144.004478
2016-09-16,146.520004,146.520004,143.029999,143.850006,74700,143.217956
2016-09-15,146.169998,146.910004,145.630005,146.399994,37700,145.756739
2016-09-14,147.75,148.889999,146.119995,146.179993,30600,145.537705
2016-09-13,149.00,150.020004,146.470001,147.149994,60000,146.503444
2016-09-12,149.350006,151.229996,148.759995,149.800003,132000,149.141809
2016-09-09,150.880005,151.899994,149.080002,149.210007,101400,148.554405
2016-09-08,153.880005,155.289993,151.380005,151.630005,89000,150.963771
2016-09-07,153.940002,156.860001,152.960007,154.619995,107400,153.940623
2016-09-06,154.589996,154.809998,152.179993,153.720001,40900,153.044584
2016-09-02,152.699997,154.289993,151.869995,153.830002,83300,153.154101
2016-09-01,149.899994,152.649994,149.899994,152.649994,52100,151.979278
2016-08-31,151.089996,151.089996,149.839996,150.300003,52200,149.639612
2016-08-30,150.619995,151.699997,149.550003,150.520004,53300,149.858647
2016-08-29,150.470001,152.740005,150.00,150.259995,53500,149.59978
2016-08-26,152.240005,153.679993,149.960007,151.339996,64800,150.675036
2016-08-25,151.00,153.770004,151.00,152.559998,48400,151.889677
2016-08-24,153.360001,153.970001,151.029999,151.710007,42100,151.043421
2016-08-23,149.720001,154.789993,149.589996,153.020004,76600,152.347663
2016-08-22,150.860001,151.839996,149.300003,150.039993,64400,149.380745
2016-08-19,152.449997,155.509995,150.699997,151.259995,30600,150.595386
2016-08-18,152.309998,154.389999,151.389999,152.759995,72500,152.088795
2016-08-17,152.770004,152.910004,150.009995,151.699997,61700,151.033455
2016-08-16,157.110001,158.220001,153.619995,153.960007,54300,153.283535
2016-08-15,158.130005,161.440002,156.649994,158.00,68200,157.305777
2016-08-12,151.800003,158.460007,151.800003,156.50,84500,155.812368
2016-08-11,153.110001,154.199997,151.679993,152.25,108500,151.581042
2016-08-10,142.210007,160.800003,141.559998,153.50,206000,152.825549
2016-08-09,141.820007,143.369995,141.070007,141.529999,48000,140.908142
2016-08-08,142.220001,142.449997,140.509995,141.559998,29100,140.938009
2016-08-05,142.940002,144.039993,141.899994,142.350006,43900,141.724546
2016-08-04,143.229996,144.00,141.300003,142.270004,36000,141.644896
2016-08-03,142.50,143.929993,140.460007,142.419998,56700,141.794231
2016-08-02,145.110001,146.229996,142.070007,142.600006,109000,141.973448
2016-08-01,141.820007,145.229996,140.729996,144.509995,85200,143.875044
2016-07-29,144.350006,145.820007,140.100006,142.410004,205800,141.78428
2016-07-28,141.729996,144.199997,141.320007,143.940002,88500,143.307557
2016-07-27,147.00,147.580002,140.100006,141.729996,181000,141.10726
2016-07-26,148.669998,149.229996,147.029999,147.619995,57800,146.722479
2016-07-25,150.110001,151.580002,147.380005,148.429993,37200,147.527551
2016-07-22,146.990005,151.279999,146.940002,149.300003,57900,148.392272
2016-07-21,147.869995,148.649994,145.50,147.059998,71100,146.165886
2016-07-20,146.580002,152.259995,145.100006,148.610001,157000,147.706465
2016-07-19,143.860001,147.910004,143.539993,146.369995,92000,145.480078
2016-07-18,144.089996,144.990005,141.529999,144.690002,128500,143.8103
2016-07-15,146.380005,147.270004,142.820007,144.110001,162300,143.233824
2016-07-14,147.419998,148.75,145.160004,146.380005,136600,145.490027
2016-07-13,145.839996,148.289993,144.800003,146.899994,72800,146.006855
2016-07-12,145.929993,148.119995,144.100006,146.449997,96500,145.559594
2016-07-11,144.649994,147.649994,144.619995,145.929993,54100,145.042751
2016-07-08,144.449997,147.119995,144.309998,145.309998,68500,144.426526
2016-07-07,144.470001,145.429993,143.300003,144.289993,41900,143.412723
2016-07-06,145.440002,145.910004,138.809998,144.759995,100600,143.879866
2016-07-05,144.880005,146.830002,142.720001,145.440002,79300,144.55574
2016-07-01,146.949997,146.949997,144.259995,144.820007,75600,143.939514
2016-06-30,143.330002,147.520004,143.119995,147.470001,123100,146.573397
2016-06-29,141.289993,143.369995,139.059998,142.520004,97200,141.653495
2016-06-28,142.229996,142.559998,139.369995,140.029999,105700,139.178629
2016-06-27,139.190002,143.300003,138.020004,141.089996,123700,140.232182
2016-06-24,135.139999,141.360001,133.199997,140.589996,129700,139.735222
2016-06-23,140.820007,141.460007,139.440002,140.119995,58500,139.268078
2016-06-22,140.880005,140.880005,139.00,140.25,67000,139.397292
2016-06-21,143.119995,143.119995,139.759995,141.100006,64800,140.24213
2016-06-20,141.789993,143.270004,139.149994,142.410004,105000,141.544163
2016-06-17,140.070007,141.509995,139.130005,140.529999,200800,139.675589
2016-06-16,131.380005,140.720001,130.00,140.529999,238700,139.675589
2016-06-15,128.660004,133.960007,127.330002,132.350006,180900,131.54533
2016-06-14,124.489998,128.960007,123.010002,127.279999,142800,126.506148
2016-06-13,122.300003,125.940002,120.50,124.25,122400,123.494571
2016-06-10,121.209999,122.120003,119.800003,121.910004,70600,121.168802
2016-06-09,124.239998,124.739998,121.25,121.779999,95300,121.039587
2016-06-08,123.660004,124.949997,123.040001,124.279999,100300,123.524387
2016-06-07,126.470001,126.760002,123.360001,123.830002,134800,123.077126
2016-06-06,124.099998,127.660004,123.989998,125.959999,118300,125.194173
2016-06-03,124.540001,125.779999,123.459999,124.269997,59700,123.514446
2016-06-02,125.669998,125.699997,123.519997,124.559998,84500,123.802684
2016-06-01,123.279999,126.25,123.010002,124.919998,269700,124.160496
2016-05-31,128.320007,128.320007,123.50,123.50,163100,122.749131
2016-05-27,122.760002,127.669998,122.50,126.959999,137700,126.188093
2016-05-26,125.889999,125.889999,122.879997,123.190002,84000,122.441018
2016-05-25,128.919998,128.919998,125.529999,125.82,76900,125.055025
2016-05-24,129.729996,131.00,126.910004,128.050003,207700,127.27147
2016-05-23,129.559998,132.50,128.050003,128.550003,241800,127.76843
2016-05-20,126.650002,129.259995,123.889999,128.699997,201900,127.917512
2016-05-19,134.080002,134.160004,125.709999,126.599998,306300,125.830282
2016-05-18,133.979996,135.690002,129.00,134.089996,269800,133.274741
2016-05-17,138.070007,138.660004,131.509995,133.259995,359300,132.449785
2016-05-16,148.860001,149.50,137.50,138.720001,416300,137.876596
2016-05-13,148.860001,150.979996,147.50,148.729996,48000,147.82573
2016-05-12,148.110001,151.279999,147.220001,149.270004,119600,148.362456
2016-05-11,165.309998,165.309998,144.589996,146.179993,317600,145.291231
2016-05-10,165.809998,167.940002,165.119995,166.990005,32700,165.974721
2016-05-09,166.320007,167.369995,164.570007,165.699997,59000,164.692556
2016-05-06,165.789993,165.809998,163.679993,165.720001,26700,164.712438
2016-05-05,163.570007,166.050003,163.00,165.570007,33500,164.563356
2016-05-04,161.300003,164.710007,159.970001,164.00,53400,163.002894
2016-05-03,163.339996,164.460007,160.550003,161.550003,65300,160.567793
2016-05-02,159.100006,164.509995,158.50,164.360001,61500,163.360706
2016-04-29,159.020004,159.850006,157.529999,159.369995,31800,158.40104
2016-04-28,159.779999,161.899994,157.550003,158.25,93800,157.287854
2016-04-27,161.00,162.440002,159.660004,160.419998,84200,159.444659
